Name,Atoll,Site,Transect,Treatment,Row,Column,Label.code,Label_Count
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,516,919,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,507,1216,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,528,1624,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,485,1397,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,725,1476,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,527,1526,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,639,1535,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,453,1268,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,476,1669,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,788,1385,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,683,1895,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,433,1877,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,485,1837,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,650,1959,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,818,1874,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,523,1854,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,439,1799,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,476,1938,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1050,93,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1171,418,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,906,10,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1262,228,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,886,240,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1022,181,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1000,89,_CCA,5677
